,Column1,Column2,Column3,Column4,Column5
0,Kathy,ordered,seven,cheap,houses
1,Peter,got,twelve,large,chairs
2,Steven,prefers,eight,red,chairs
3,Allen,prefers,four,heavy,flowers
4,Kathy,got,seven,dark,desks
5,Nina,wants,two,small,chairs
6,Allen,got,nine,old,sofas
7,Nina,prefers,fifteen,large,rings
8,William,sees,three,white,houses
9,Lucy,wants,two,red,sofas
10,Thomas,bought,nine,dark,toys
11,Allen,sold,seven,old,spoons
12,Rachel,prefers,four,white,toys
13,Steven,got,seven,green,flowers
14,Nina,prefers,nineteen,small,houses
15,Doris,gives,three,pretty,windows
16,Allen,bought,nineteen,pretty,sofas
17,Peter,wants,two,white,chairs
18,Allen,kept,seven,heavy,spoons
19,Lucy,prefers,three,dark,houses
20,Doris,gives,two,large,sofas
21,William,gives,nine,cheap,flowers
22,Rachel,got,eight,small,houses
23,Steven,sees,nineteen,dark,sofas
24,Nina,wants,two,green,desks
25,Steven,got,seven,green,chairs
26,Lucy,sees,fifteen,green,desks
27,William,got,twelve,large,spoons
28,Doris,kept,sixty,dark,rings
29,Thomas,prefers,nineteen,small,toys
30,Nina,wants,nine,cheap,flowers
31,Peter,ordered,three,red,houses
32,Peter,got,sixty,small,chairs
33,Rachel,has,twelve,red,sofas
34,Kathy,bought,sixty,large,houses
35,Allen,sold,seven,old,spoons
36,Nina,sold,fifteen,old,flowers
37,Thomas,gives,nineteen,small,chairs
38,Peter,gives,four,cheap,tables
39,Allen,sees,four,cheap,tables
40,Nina,ordered,nine,white,houses
41,Thomas,prefers,fifteen,pretty,rings
42,Peter,bought,sixty,heavy,chairs
43,William,kept,two,red,windows
44,Doris,got,seven,cheap,desks
45,Lucy,got,three,dark,spoons
46,Thomas,wants,three,cheap,spoons
47,Lucy,sold,nine,old,chairs
