,0
0,Steven prefers two old rings_1.mp4
1,Allen sees twelve large chairs_1.mp4
2,Peter ordered eight white toys_1.mp4
3,Allen gives fifteen cheap flowers_1.mp4
4,Kathy prefers seven green rings_1.mp4
5,Kathy kept seven green flowers_1.mp4
6,Nina has fifteen white spoons_1.mp4
7,Thomas gives three small houses_1.mp4
8,Thomas has three large desks_1.mp4
9,Nina wants nine cheap flowers_1.mp4
10,Steven ordered seven small houses_1.mp4
11,Peter has three large desks_1.mp4
12,Peter sees seven large desks_1.mp4
13,William kept three small spoons_1.mp4
14,Rachel sold fifteen old rings_1.mp4
15,William kept nine small windows_1.mp4
16,Peter got fifteen old tables_1.mp4
17,Peter wants two white chairs_1.mp4
18,Lucy kept two green chairs_1.mp4
19,Allen prefers four heavy flowers_1.mp4
20,Lucy sold twelve cheap spoons_1.mp4
21,William bought two green spoons_1.mp4
22,Steven sold nine pretty windows_1.mp4
23,Peter sees seven large desks_1.mp4
24,Kathy ordered eight old sofas_1.mp4
25,Thomas wants three cheap spoons_1.mp4
26,Peter ordered four white desks_1.mp4
27,Allen kept eight red toys_1.mp4
28,Nina sold two small houses_1.mp4
29,Thomas gives three white windows_1.mp4
30,Rachel got three large chairs_1.mp4
31,Rachel got two red toys_1.mp4
32,Peter gives four green sofas_1.mp4
33,Rachel prefers two old toys_1.mp4
34,Steven got eight dark chairs_1.mp4
35,William has seven white tables_1.mp4
36,Nina sold fifteen large desks_1.mp4
37,Thomas got twelve large toys_1.mp4
38,Steven gives nine red desks_1.mp4
39,Doris gives two large sofas_1.mp4
40,Rachel sees nine pretty desks_1.mp4
41,William got sixty dark chairs_1.mp4
42,Rachel sold seven green houses_1.mp4
43,Peter got nine dark spoons_1.mp4
44,Kathy gives twelve cheap tables_1.mp4
45,Allen bought nineteen large chairs_1.mp4
46,Thomas sees eight green rings_1.mp4
47,Nina kept four pretty houses_1.mp4
