,0,1,2,3,4
0,Kathy,bought,three,small,toys
1,Peter,has,nineteen,white,windows
2,William,sold,two,white,rings
3,Doris,wants,eight,old,tables
4,Steven,ordered,fifteen,white,spoons
5,Kathy,wants,three,small,desks
6,Peter,has,fifteen,dark,flowers
7,Rachel,has,seven,white,tables
8,Kathy,kept,three,cheap,flowers
9,William,bought,two,green,spoons
10,Nina,ordered,nine,heavy,tables
11,Allen,prefers,four,small,sofas
12,Thomas,got,twelve,large,toys
13,Lucy,sold,nine,dark,spoons
14,William,kept,two,red,windows
15,Allen,got,three,green,chairs
16,Kathy,sold,sixty,cheap,tables
17,Kathy,ordered,three,red,desks
18,William,has,nine,small,flowers
19,Thomas,has,three,cheap,windows
20,Kathy,bought,sixty,red,chairs
21,Allen,kept,twelve,white,tables
22,William,got,sixty,dark,chairs
23,Thomas,bought,three,large,rings
24,Rachel,prefers,fifteen,large,houses
25,Doris,has,three,red,toys
26,Peter,got,eight,white,windows
27,Nina,ordered,nine,heavy,tables
28,Peter,got,three,green,desks
29,Allen,prefers,two,old,desks
30,Nina,kept,four,pretty,houses
31,Lucy,has,nineteen,white,chairs
32,William,sees,eight,large,flowers
33,Rachel,got,eight,white,desks
34,Lucy,got,three,cheap,spoons
35,Steven,ordered,three,large,rings
36,Kathy,wants,eight,dark,flowers
37,Lucy,sold,fifteen,cheap,spoons
38,Allen,bought,nineteen,pretty,sofas
39,Thomas,prefers,nine,white,spoons
40,Rachel,sold,three,white,sofas
41,Steven,prefers,two,old,rings
42,Thomas,sees,fifteen,cheap,windows
43,Peter,got,sixty,small,chairs
44,Lucy,wants,nine,white,toys
45,William,got,nineteen,pretty,desks
46,Kathy,wants,eight,dark,flowers
47,Thomas,kept,two,small,spoons
48,William,bought,twelve,old,sofas
49,Rachel,sold,seven,white,tables
50,Rachel,bought,eight,dark,windows
51,Peter,got,nineteen,heavy,windows
52,William,sees,sixty,cheap,flowers
53,Lucy,sold,nine,large,spoons
54,Steven,sold,three,dark,sofas
55,Steven,sees,nineteen,dark,sofas
56,Nina,has,two,heavy,desks
57,Rachel,sold,three,red,houses
58,Allen,prefers,three,old,sofas
59,Peter,wants,three,green,spoons
