,0
0,Rachel bought sixty red spoons_1.mp4
1,Doris kept four small chairs_1.mp4
2,Allen gives eight dark rings_1.mp4
3,Nina has seven old sofas_1.mp4
4,Allen got nine old sofas_1.mp4
5,Steven wants two old sofas_1.mp4
6,Nina prefers twelve large houses_1.mp4
7,Allen bought three white tables_1.mp4
8,Allen kept nine white desks_1.mp4
9,Kathy prefers eight red spoons_1.mp4
10,Peter sold nineteen green toys_1.mp4
11,Rachel ordered two dark tables_1.mp4
12,William kept sixty heavy rings_1.mp4
13,Doris bought seven small windows_1.mp4
14,Nina wants three old desks_1.mp4
15,Thomas has sixty cheap houses_1.mp4
16,Thomas sees nineteen cheap houses_1.mp4
17,Thomas prefers eight green toys_1.mp4
18,Nina bought two large tables_1.mp4
19,William ordered seven white houses_1.mp4
20,Steven prefers eight small spoons_1.mp4
21,Peter got three red spoons_1.mp4
22,William sold nine red chairs_1.mp4
23,Thomas ordered three pretty houses_1.mp4
24,Rachel sees nineteen cheap toys_1.mp4
25,Nina gives four large windows_1.mp4
26,Thomas gives three green toys_1.mp4
27,Rachel bought sixty red spoons_1.mp4
28,Steven kept nineteen heavy windows_1.mp4
29,Rachel sees seven heavy chairs_1.mp4
30,William bought sixty red desks_1.mp4
31,Doris prefers three white rings_1.mp4
32,William got three pretty sofas_1.mp4
33,Lucy wants sixty small sofas_1.mp4
34,Rachel prefers two dark rings_1.mp4
35,Allen has eight cheap windows_1.mp4
36,Thomas got seven pretty flowers_1.mp4
37,Kathy ordered four cheap spoons_1.mp4
38,Peter gives nine heavy sofas_1.mp4
39,Allen wants sixty large windows_1.mp4
40,Nina sold twelve old rings_1.mp4
41,Kathy sees two green toys_1.mp4
42,Kathy sold fifteen dark spoons_1.mp4
43,Nina ordered fifteen red rings_1.mp4
44,Peter kept four dark desks_1.mp4
45,Doris got two green chairs_1.mp4
46,Lucy ordered nineteen large flowers_1.mp4
47,Allen bought nine pretty sofas_1.mp4
