,0
0,Lucy wants nine large toys_1.mp4
1,Thomas prefers three white desks_1.mp4
2,Steven got twelve pretty windows_1.mp4
3,Peter ordered fifteen green tables_1.mp4
4,Doris sees sixty pretty desks_1.mp4
5,Rachel got four heavy spoons_1.mp4
6,Peter gives fifteen cheap windows_1.mp4
7,Lucy has nineteen dark desks_1.mp4
8,Allen ordered twelve heavy rings_1.mp4
9,Lucy got four pretty sofas_1.mp4
10,Thomas sees twelve large chairs_1.mp4
11,Allen gives fifteen cheap flowers_1.mp4
12,Kathy gives nine old chairs_1.mp4
13,Rachel kept eight large sofas_1.mp4
14,William wants sixty pretty chairs_1.mp4
15,Peter sold fifteen cheap chairs_1.mp4
16,Peter got twelve large toys_1.mp4
17,William sold nine old desks_1.mp4
18,Rachel wants fifteen red windows_1.mp4
19,Doris has three dark desks_1.mp4
20,Peter sees sixty old sofas_1.mp4
21,Thomas gives twelve heavy toys_1.mp4
22,Peter got twelve old rings_1.mp4
23,Allen prefers two heavy desks_1.mp4
24,Thomas got sixty cheap desks_1.mp4
25,Steven kept fifteen small sofas_1.mp4
26,Doris has seven green tables_1.mp4
27,William ordered nineteen old toys_1.mp4
28,Peter sold twelve small flowers_1.mp4
29,Peter wants twelve large windows_1.mp4
30,Thomas ordered four dark houses_1.mp4
31,Steven kept nine small spoons_1.mp4
32,Nina sold fifteen old flowers_1.mp4
33,Doris sees twelve large desks_1.mp4
34,Kathy gives nine old chairs_1.mp4
35,William bought four red tables_1.mp4
36,Peter ordered three white houses_1.mp4
37,Allen bought seven pretty tables_1.mp4
38,Thomas has three white desks_1.mp4
39,Lucy ordered four cheap chairs_1.mp4
40,Rachel got eight small spoons_1.mp4
41,Doris prefers nineteen dark flowers_1.mp4
42,Steven sees eight green sofas_1.mp4
43,Steven has four heavy chairs_1.mp4
44,Rachel has twelve old tables_1.mp4
45,Doris kept nineteen cheap spoons_1.mp4
46,Thomas prefers eight cheap toys_1.mp4
47,Nina wants three heavy windows_1.mp4
