,0,1,2,3,4
0,Lucy,has,fifteen,cheap,spoons
1,Rachel,gives,three,small,desks
2,Nina,ordered,fifteen,heavy,sofas
3,Doris,prefers,nineteen,dark,flowers
4,Steven,ordered,seven,cheap,windows
5,Thomas,kept,three,heavy,toys
6,Kathy,wants,two,pretty,sofas
7,Nina,has,sixty,green,desks
8,Doris,sold,nine,heavy,desks
9,Lucy,gives,fifteen,white,desks
10,Kathy,kept,two,dark,houses
11,Rachel,sold,seven,old,tables
12,Nina,got,two,heavy,tables
13,Thomas,sold,seven,old,desks
14,Peter,gives,sixty,pretty,rings
15,Lucy,wants,twelve,white,tables
16,Nina,prefers,four,red,windows
17,Thomas,sees,nineteen,large,chairs
18,Steven,bought,two,white,sofas
19,Peter,got,three,cheap,houses
20,Allen,ordered,two,heavy,rings
21,Doris,has,seven,green,tables
22,Allen,got,sixty,old,desks
23,Steven,sold,twelve,large,toys
24,William,prefers,nine,dark,rings
25,Lucy,sees,eight,pretty,sofas
26,Lucy,has,nineteen,white,chairs
27,Lucy,got,seven,large,rings
28,Nina,sees,nineteen,old,chairs
29,Thomas,bought,nine,old,desks
30,Kathy,sees,seven,heavy,houses
31,William,gives,three,cheap,windows
32,Lucy,prefers,four,pretty,rings
33,Rachel,got,three,white,desks
34,Steven,sold,fifteen,white,spoons
35,Lucy,got,eight,red,flowers
36,Allen,bought,nineteen,large,chairs
37,Kathy,prefers,seven,green,rings
38,Allen,sold,two,green,chairs
39,Peter,prefers,four,green,desks
40,William,got,sixty,dark,chairs
41,Rachel,wants,two,white,flowers
42,Allen,sold,seven,old,spoons
43,Steven,prefers,three,pretty,desks
44,Lucy,got,four,heavy,toys
45,Kathy,sold,nineteen,old,sofas
46,Peter,sold,four,heavy,windows
47,Lucy,prefers,twelve,large,sofas
48,William,sees,sixty,cheap,chairs
49,Peter,gives,fifteen,large,desks
50,Peter,ordered,two,dark,sofas
51,Steven,sold,four,old,chairs
52,Doris,sold,nine,cheap,houses
53,Steven,bought,four,small,tables
54,William,sees,eight,large,flowers
55,Rachel,got,nineteen,white,spoons
56,William,has,sixty,white,chairs
57,Rachel,ordered,four,pretty,spoons
58,Allen,gives,seven,green,flowers
59,Doris,sold,nine,dark,tables
