,0
0,mismatch right
1,match left
2,mismatch left
3,mismatch right
4,mismatch left
5,match right
6,match left
7,mismatch right
8,match left
9,mismatch left
10,mismatch right
11,mismatch left
12,mismatch left
13,match left
14,match left
15,match left
16,match right
17,mismatch left
18,match right
19,mismatch right
20,mismatch right
21,match right
22,mismatch right
23,match right
24,match right
25,match left
26,match right
27,match right
28,mismatch left
29,match left
30,mismatch left
31,match left
32,match left
33,mismatch left
34,match left
35,mismatch left
36,mismatch right
37,match right
38,mismatch left
39,mismatch right
40,mismatch left
41,match right
42,match right
43,match right
44,match right
45,mismatch right
46,mismatch right
47,match left
48,match left
49,mismatch left
50,match right
51,match left
52,mismatch right
53,mismatch right
54,mismatch left
55,mismatch left
56,mismatch right
57,match right
58,match left
59,mismatch right
