,Column1,Column2,Column3,Column4,Column5
0,Doris,sold,nine,cheap,houses
1,Allen,kept,eight,red,toys
2,Steven,ordered,two,dark,spoons
3,William,prefers,sixty,small,sofas
4,Peter,got,eight,white,windows
5,Peter,kept,three,large,chairs
6,Doris,got,four,red,toys
7,Peter,prefers,nineteen,dark,tables
8,Rachel,bought,eight,white,rings
9,Allen,gives,fifteen,old,desks
10,Kathy,got,seven,large,chairs
11,Thomas,gives,three,small,houses
12,Allen,ordered,twelve,large,desks
13,Doris,wants,eight,old,tables
14,William,kept,two,red,windows
15,Rachel,bought,eight,white,rings
16,Steven,prefers,seven,pretty,sofas
17,William,kept,nine,small,windows
18,Lucy,wants,eight,cheap,tables
19,Peter,has,seven,white,flowers
20,Doris,kept,nineteen,cheap,spoons
21,William,sees,eight,large,flowers
22,Steven,got,twelve,pretty,windows
23,Nina,has,eight,green,spoons
24,William,ordered,sixty,cheap,toys
25,Peter,gives,three,small,desks
26,Thomas,prefers,nineteen,white,toys
27,Doris,sold,twelve,old,sofas
28,Doris,got,eight,heavy,spoons
29,Lucy,gives,eight,white,desks
30,Kathy,wants,two,pretty,sofas
31,Peter,gives,fifteen,cheap,windows
32,Doris,prefers,three,red,tables
33,Peter,has,nineteen,white,windows
34,William,got,three,small,toys
35,Allen,has,nineteen,large,spoons
36,Kathy,bought,eight,green,flowers
37,Allen,wants,two,white,flowers
38,William,sold,nine,old,desks
39,Lucy,gives,eight,cheap,toys
40,William,has,nine,small,flowers
41,Rachel,wants,seven,large,chairs
42,Thomas,got,nine,pretty,sofas
43,Steven,ordered,seven,cheap,windows
44,Nina,sold,two,small,houses
45,Rachel,wants,twelve,white,flowers
46,Allen,sees,fifteen,red,tables
47,Kathy,prefers,sixty,cheap,desks
48,Lucy,sees,eight,pretty,sofas
49,Allen,wants,two,white,flowers
50,Nina,sold,nineteen,dark,windows
51,Thomas,ordered,two,dark,desks
52,Peter,sold,nineteen,pretty,rings
53,Kathy,gives,nine,old,chairs
54,Allen,ordered,twelve,large,desks
55,William,kept,two,red,windows
56,Doris,got,nine,old,windows
57,Peter,sold,fifteen,cheap,chairs
58,Nina,has,eight,green,spoons
59,Doris,sees,twelve,large,desks
