,0,1,2,3,4
0,Nina,sold,nineteen,dark,windows
1,Rachel,ordered,twelve,cheap,tables
2,Peter,kept,three,white,desks
3,Steven,wants,three,cheap,desks
4,Allen,bought,nineteen,large,chairs
5,Kathy,prefers,sixty,cheap,desks
6,Doris,ordered,seven,red,rings
7,Doris,gives,two,large,sofas
8,Kathy,sees,four,old,toys
9,Allen,wants,fifteen,large,houses
10,Thomas,gives,three,white,windows
11,Rachel,ordered,twelve,green,chairs
12,Nina,has,fifteen,white,spoons
13,Steven,prefers,four,large,houses
14,Peter,gives,sixty,pretty,rings
15,Nina,ordered,nineteen,white,houses
16,Lucy,wants,nine,large,toys
17,Doris,got,seven,old,windows
18,Kathy,bought,eight,large,spoons
19,Doris,kept,fifteen,cheap,spoons
20,Steven,sold,twelve,large,toys
21,Allen,wants,two,white,flowers
22,Nina,prefers,four,heavy,flowers
23,Kathy,gives,seven,old,desks
24,Lucy,got,three,green,spoons
25,William,bought,nineteen,large,windows
26,Peter,wants,three,small,tables
27,Lucy,sees,twelve,green,spoons
28,Thomas,kept,nine,cheap,spoons
29,Nina,sold,two,small,houses
30,Doris,prefers,three,large,desks
31,Rachel,ordered,twelve,cheap,tables
32,Lucy,has,fifteen,dark,flowers
33,Allen,kept,eight,red,toys
34,Nina,ordered,nine,white,houses
35,Nina,wants,three,heavy,windows
36,Allen,gives,fifteen,old,desks
37,Doris,sold,nine,dark,tables
38,Nina,ordered,nineteen,old,spoons
39,William,has,nine,small,flowers
40,Peter,gives,fifteen,cheap,windows
41,Allen,prefers,two,green,tables
42,William,got,three,pretty,desks
43,Rachel,bought,eight,white,rings
44,Allen,wants,fifteen,large,houses
45,Thomas,gives,sixty,green,tables
46,Steven,kept,twelve,old,rings
47,William,prefers,three,green,flowers
48,Kathy,wants,fifteen,cheap,desks
49,Nina,got,twelve,white,toys
50,Peter,gives,eight,red,houses
51,Thomas,sold,fifteen,white,spoons
52,Kathy,gives,seven,old,desks
53,Allen,bought,nineteen,small,chairs
54,Peter,has,nineteen,white,windows
55,Rachel,got,sixty,pretty,flowers
56,Allen,gives,twelve,small,desks
57,Lucy,got,fifteen,cheap,chairs
58,Peter,ordered,two,dark,desks
59,Peter,ordered,nine,old,windows
