,0
0,Peter gives twelve small desks_1.mp4
1,William wants sixty pretty chairs_1.mp4
2,Thomas prefers nine dark rings_1.mp4
3,William sold sixty large desks_1.mp4
4,Nina kept twelve pretty tables_1.mp4
5,Steven has four heavy chairs_1.mp4
6,Steven wants three cheap desks_1.mp4
7,Allen bought seven pretty tables_1.mp4
8,Thomas kept two small spoons_1.mp4
9,Nina sold fifteen old flowers_1.mp4
10,Peter bought nineteen cheap houses_1.mp4
11,Peter wants nineteen red windows_1.mp4
12,William sees sixty cheap chairs_1.mp4
13,Steven got seven green flowers_1.mp4
14,Allen gives four pretty desks_1.mp4
15,Allen prefers two heavy desks_1.mp4
16,Kathy got three small desks_1.mp4
17,William ordered sixty cheap toys_1.mp4
18,Peter gives fifteen large desks_1.mp4
19,Allen gives fifteen old desks_1.mp4
20,Steven prefers four large houses_1.mp4
21,Lucy got three green spoons_1.mp4
22,Nina got two heavy tables_1.mp4
23,Peter gives fifteen small spoons_1.mp4
24,Kathy sees four old toys_1.mp4
25,Nina has sixty green desks_1.mp4
26,Steven ordered twelve dark sofas_1.mp4
27,William gives twelve red rings_1.mp4
28,Lucy got four pretty sofas_1.mp4
29,Allen sees twelve large chairs_1.mp4
30,Thomas prefers nine white tables_1.mp4
31,Allen got three cheap chairs_1.mp4
32,Peter kept three large chairs_1.mp4
33,Rachel got four heavy spoons_1.mp4
34,Nina sold fifteen old flowers_1.mp4
35,Doris bought eight cheap houses_1.mp4
36,Allen ordered three dark spoons_1.mp4
37,Allen sees three small rings_1.mp4
38,Thomas ordered fifteen red houses_1.mp4
39,Rachel prefers two old toys_1.mp4
40,Doris has three red toys_1.mp4
41,Kathy bought nine white rings_1.mp4
42,Kathy got nine dark desks_1.mp4
43,Lucy has four old flowers_1.mp4
44,Thomas ordered nine heavy sofas_1.mp4
45,Doris wants twelve cheap toys_1.mp4
46,William kept two red windows_1.mp4
47,Peter ordered two dark tables_1.mp4
