,0
0,Thomas ordered four dark houses_1.mp4
1,Peter gives sixty pretty rings_1.mp4
2,Rachel sold seven old tables_1.mp4
3,Peter wants seven white spoons_1.mp4
4,Thomas sees eight old toys_1.mp4
5,Rachel got three green houses_1.mp4
6,Doris prefers nineteen dark flowers_1.mp4
7,Peter ordered four white desks_1.mp4
8,William got three dark houses_1.mp4
9,Rachel has nineteen white desks_1.mp4
10,Doris kept seven large sofas_1.mp4
11,Thomas sold fifteen white spoons_1.mp4
12,Lucy prefers twelve large sofas_1.mp4
13,Kathy bought three small toys_1.mp4
14,Nina ordered nine heavy tables_1.mp4
15,Allen sees four dark toys_1.mp4
16,Doris sold twelve old sofas_1.mp4
17,Allen wants two white flowers_1.mp4
18,Peter has seven large rings_1.mp4
19,Doris ordered nineteen white toys_1.mp4
20,Peter wants twelve small tables_1.mp4
21,William kept two red windows_1.mp4
22,Peter sold four heavy windows_1.mp4
23,Steven got three large chairs_1.mp4
24,Nina kept four pretty houses_1.mp4
25,Allen sold two green chairs_1.mp4
26,Kathy got seven large chairs_1.mp4
27,Allen sees three small rings_1.mp4
28,William sold three old windows_1.mp4
29,Nina has sixty green desks_1.mp4
30,Kathy ordered fifteen cheap toys_1.mp4
31,Peter gives eight red houses_1.mp4
32,Lucy gives nineteen pretty desks_1.mp4
33,Rachel kept sixty large desks_1.mp4
34,Thomas prefers nine white tables_1.mp4
35,Steven ordered twelve dark sofas_1.mp4
36,Rachel ordered twelve cheap tables_1.mp4
37,Peter has nineteen large desks_1.mp4
38,Steven got seven green chairs_1.mp4
39,Lucy wants eight cheap tables_1.mp4
40,Nina sees nineteen green houses_1.mp4
41,Nina kept four pretty houses_1.mp4
42,Peter got fifteen old tables_1.mp4
43,Allen got three green chairs_1.mp4
44,Kathy gives eight large spoons_1.mp4
45,Rachel sold seven white tables_1.mp4
46,Peter bought sixty pretty desks_1.mp4
47,Peter kept two red desks_1.mp4
