,0,1,2,3,4
0,Lucy,has,seven,green,toys
1,Doris,bought,eight,cheap,houses
2,William,kept,three,dark,spoons
3,Rachel,wants,twelve,white,flowers
4,Doris,wants,four,cheap,tables
5,Kathy,sold,twelve,green,chairs
6,Peter,got,nineteen,pretty,rings
7,Allen,prefers,seven,green,toys
8,Nina,has,fifteen,white,spoons
9,Peter,wants,twelve,old,tables
10,Lucy,got,nineteen,heavy,windows
11,Nina,prefers,three,red,spoons
12,Thomas,has,two,pretty,flowers
13,Kathy,kept,fifteen,old,toys
14,Peter,prefers,fifteen,cheap,toys
15,Kathy,bought,fifteen,red,flowers
16,William,kept,nine,small,windows
17,Rachel,sees,eight,green,sofas
18,Nina,prefers,twelve,large,desks
19,Doris,got,three,old,tables
20,Rachel,got,eight,small,spoons
21,William,sees,fifteen,cheap,chairs
22,Lucy,ordered,twelve,dark,houses
23,Rachel,sold,seven,white,tables
24,Peter,sold,fifteen,cheap,chairs
25,Kathy,sees,seven,heavy,houses
26,Lucy,got,four,pretty,sofas
27,Rachel,kept,nine,dark,desks
28,Doris,has,three,red,toys
29,Rachel,got,sixty,pretty,flowers
30,Peter,gives,fifteen,cheap,windows
31,Allen,sold,nine,heavy,tables
32,Peter,wants,twelve,dark,houses
33,Doris,sold,nine,cheap,houses
34,Allen,sees,three,small,rings
35,Nina,prefers,four,red,windows
36,Peter,gives,twelve,old,toys
37,Thomas,ordered,fifteen,red,houses
38,Allen,bought,nineteen,small,chairs
39,Doris,has,fifteen,dark,spoons
40,Steven,got,twelve,old,desks
41,Rachel,sees,nine,pretty,desks
42,Peter,sold,sixty,white,desks
43,Allen,has,sixty,large,windows
44,Lucy,got,twelve,pretty,sofas
45,Lucy,wants,nine,large,toys
46,Doris,prefers,nineteen,dark,flowers
47,Rachel,kept,three,large,sofas
48,Rachel,sees,three,heavy,desks
49,Thomas,prefers,nine,dark,rings
50,Lucy,has,four,old,flowers
51,Peter,ordered,two,dark,houses
52,Peter,has,seven,white,flowers
53,Rachel,prefers,two,old,toys
54,William,sees,nineteen,dark,sofas
55,Doris,bought,eight,cheap,houses
56,Thomas,prefers,eight,small,toys
57,Thomas,prefers,fifteen,small,houses
58,Peter,got,sixty,large,sofas
59,Doris,sold,twelve,old,sofas
