,0,1,2,3,4
0,Kathy,bought,four,large,houses
1,Kathy,wants,seven,small,rings
2,Peter,got,fifteen,old,tables
3,Nina,ordered,three,heavy,windows
4,Thomas,gives,sixty,green,tables
5,Kathy,bought,three,red,toys
6,Steven,has,four,heavy,chairs
7,Peter,got,twelve,large,windows
8,Lucy,sees,eight,pretty,sofas
9,Peter,ordered,two,large,rings
10,Thomas,got,sixty,old,desks
11,Nina,wants,three,heavy,flowers
12,Allen,got,sixty,cheap,toys
13,Lucy,has,nineteen,white,chairs
14,William,sold,two,small,houses
15,Thomas,prefers,nineteen,white,spoons
16,Steven,sees,four,dark,spoons
17,Peter,has,nine,old,windows
18,Peter,got,nineteen,large,desks
19,Lucy,got,fifteen,small,flowers
20,William,ordered,sixty,cheap,toys
21,Steven,prefers,four,red,sofas
22,Kathy,sold,twelve,green,chairs
23,Peter,got,three,cheap,tables
24,Rachel,gives,eight,dark,spoons
25,Lucy,has,two,white,desks
26,Allen,ordered,twelve,heavy,rings
27,Allen,prefers,eight,large,rings
28,Lucy,has,four,white,chairs
29,Thomas,kept,fifteen,white,windows
30,William,gives,nine,green,houses
31,Kathy,ordered,sixty,green,desks
32,William,sold,nine,green,chairs
33,Nina,has,fifteen,white,spoons
34,Doris,got,fifteen,large,rings
35,Allen,sees,four,dark,toys
36,William,kept,nineteen,green,desks
37,Peter,got,four,heavy,windows
38,Peter,kept,three,white,desks
39,William,sold,sixty,large,desks
40,Steven,kept,three,old,rings
41,Thomas,got,twelve,old,toys
42,Thomas,prefers,nineteen,white,toys
43,Lucy,got,four,cheap,chairs
44,Steven,bought,fifteen,large,spoons
45,William,sold,nine,old,desks
46,Peter,wants,fifteen,heavy,tables
47,Rachel,sees,nine,pretty,desks
48,Doris,gives,two,large,sofas
49,Kathy,gives,three,cheap,spoons
50,Peter,sold,four,large,flowers
51,Thomas,prefers,eight,cheap,toys
52,Rachel,sold,seven,white,tables
53,Peter,gives,nineteen,pretty,desks
54,Doris,got,nine,old,windows
55,Kathy,wants,fifteen,green,windows
56,Lucy,wants,seven,small,rings
57,Peter,got,twelve,old,rings
58,Peter,got,seven,white,windows
59,Lucy,got,twelve,small,houses
