,0,1,2,3,4
0,Steven,bought,nine,heavy,toys
1,Kathy,got,seven,red,desks
2,Thomas,sold,two,old,chairs
3,Nina,prefers,two,pretty,houses
4,Peter,got,three,cheap,tables
5,Steven,ordered,seven,small,houses
6,Peter,prefers,two,old,toys
7,Rachel,prefers,fifteen,red,spoons
8,Allen,has,two,large,rings
9,Lucy,sees,sixty,green,sofas
10,Rachel,prefers,two,old,toys
11,Kathy,got,sixty,heavy,tables
12,Steven,prefers,two,old,rings
13,William,ordered,nine,dark,windows
14,Rachel,sees,three,large,spoons
15,Thomas,sees,eight,green,rings
16,Peter,got,nineteen,large,desks
17,William,has,nine,small,flowers
18,Nina,sold,nine,pretty,houses
19,Kathy,wants,sixty,red,chairs
20,Peter,got,three,small,windows
21,Thomas,has,twelve,heavy,sofas
22,Allen,sold,sixty,pretty,chairs
23,William,gives,nineteen,dark,rings
24,Rachel,bought,fifteen,green,houses
25,Rachel,gives,three,small,spoons
26,Thomas,wants,three,small,spoons
27,Allen,bought,eight,dark,flowers
28,Thomas,bought,sixty,green,tables
29,William,ordered,four,heavy,windows
30,Thomas,prefers,nineteen,small,toys
31,Allen,has,seven,white,houses
32,Kathy,sold,sixty,red,tables
33,Thomas,sees,four,dark,spoons
34,Lucy,wants,twelve,old,desks
35,Rachel,kept,eight,large,sofas
36,Peter,gives,sixty,large,tables
37,Allen,gives,seven,green,flowers
38,Thomas,has,four,pretty,rings
39,Kathy,got,seven,green,flowers
40,Doris,sold,nineteen,old,desks
41,Rachel,got,two,small,toys
42,William,got,sixty,dark,chairs
43,Nina,sold,four,heavy,rings
44,Doris,ordered,nineteen,white,toys
45,Allen,got,four,dark,toys
46,Peter,kept,three,white,desks
47,Steven,ordered,seven,small,houses
48,William,bought,two,green,spoons
49,Rachel,gives,nineteen,small,sofas
50,Steven,sold,nineteen,cheap,houses
51,Lucy,has,two,green,toys
52,Peter,got,fifteen,heavy,tables
53,Rachel,got,eight,small,spoons
54,Thomas,ordered,three,white,flowers
55,Peter,got,sixty,red,spoons
56,Steven,sold,nine,pretty,windows
57,Steven,got,seven,green,desks
58,Rachel,got,four,heavy,houses
59,Doris,sold,four,white,tables
