,0
0,mismatch left
1,mismatch right
2,mismatch left
3,mismatch right
4,mismatch right
5,match right
6,match right
7,mismatch left
8,mismatch right
9,match right
10,mismatch left
11,mismatch right
12,match right
13,match left
14,match left
15,match left
16,mismatch right
17,match left
18,mismatch left
19,match left
20,mismatch right
21,mismatch left
22,match left
23,mismatch right
24,match right
25,mismatch right
26,match right
27,match left
28,mismatch left
29,match right
30,match right
31,match left
32,match left
33,mismatch right
34,match right
35,match right
36,mismatch left
37,mismatch right
38,match right
39,match left
40,mismatch left
41,mismatch left
42,mismatch left
43,match left
44,mismatch right
45,mismatch left
46,match right
47,match left
