,0
0,Allen prefers four small flowers_1.mp4
1,Steven bought fifteen large spoons_1.mp4
2,William got three small toys_1.mp4
3,Thomas sees seven green houses_1.mp4
4,Allen kept eight red toys_1.mp4
5,Steven wants fifteen heavy tables_1.mp4
6,Peter sees seven large desks_1.mp4
7,Nina got three old houses_1.mp4
8,Rachel kept sixty large desks_1.mp4
9,Peter ordered fifteen green tables_1.mp4
10,Doris wants eight old tables_1.mp4
11,Nina kept four pretty houses_1.mp4
12,Peter gives four green sofas_1.mp4
13,Peter got three pretty flowers_1.mp4
14,Allen ordered twelve heavy rings_1.mp4
15,Steven sees four dark spoons_1.mp4
16,Peter gives fifteen small spoons_1.mp4
17,Peter sold fifteen cheap spoons_1.mp4
18,Kathy bought three red toys_1.mp4
19,Doris kept seven large sofas_1.mp4
20,Doris got seven cheap desks_1.mp4
21,Lucy got seven large rings_1.mp4
22,Peter got twelve old desks_1.mp4
23,Allen gives fifteen old desks_1.mp4
24,Kathy gives nineteen red spoons_1.mp4
25,Peter has three large desks_1.mp4
26,Thomas sees eight green rings_1.mp4
27,Thomas wants four pretty rings_1.mp4
28,Peter got three green desks_1.mp4
29,Doris got eight heavy spoons_1.mp4
30,Doris sees twelve red toys_1.mp4
31,Peter got four pretty houses_1.mp4
32,Steven got fifteen old chairs_1.mp4
33,Steven bought twelve white chairs_1.mp4
34,Rachel kept eight large sofas_1.mp4
35,Doris got eight large rings_1.mp4
36,Steven sold eight cheap houses_1.mp4
37,Steven ordered seven small houses_1.mp4
38,Peter got four green desks_1.mp4
39,Rachel kept seven small rings_1.mp4
40,Thomas got twelve small toys_1.mp4
41,Thomas prefers nineteen white spoons_1.mp4
42,Thomas ordered two dark desks_1.mp4
43,Thomas prefers nineteen white toys_1.mp4
44,Peter ordered three white houses_1.mp4
45,Thomas prefers eight cheap toys_1.mp4
46,Steven ordered seven small houses_1.mp4
47,Peter ordered twelve red windows_1.mp4
