,0
0,Steven prefers four large houses_1.mp4
1,Kathy wants two pretty sofas_1.mp4
2,Doris sold sixty green spoons_1.mp4
3,Rachel sold three red houses_1.mp4
4,Nina ordered nine white houses_1.mp4
5,Kathy bought three red toys_1.mp4
6,Steven has four heavy chairs_1.mp4
7,Peter got twelve large windows_1.mp4
8,Lucy ordered twelve old desks_1.mp4
9,William kept nine large rings_1.mp4
10,Thomas sees seven green houses_1.mp4
11,Lucy sold twelve cheap spoons_1.mp4
12,Kathy wants eight dark flowers_1.mp4
13,Lucy has nineteen white chairs_1.mp4
14,William prefers three large desks_1.mp4
15,Doris ordered twelve old flowers_1.mp4
16,Allen bought seven pretty tables_1.mp4
17,Peter ordered nine old windows_1.mp4
18,Peter got nineteen large desks_1.mp4
19,Rachel bought eight white rings_1.mp4
20,William ordered sixty cheap toys_1.mp4
21,Nina prefers four red windows_1.mp4
22,Kathy sold twelve green chairs_1.mp4
23,Peter got three cheap tables_1.mp4
24,Kathy kept seven green flowers_1.mp4
25,Lucy has two white desks_1.mp4
26,Rachel sees nine pretty desks_1.mp4
27,Doris got eight large rings_1.mp4
28,Peter sees three red flowers_1.mp4
29,Thomas kept fifteen dark windows_1.mp4
30,Kathy sold nineteen old sofas_1.mp4
31,Kathy ordered two green desks_1.mp4
32,Lucy sold nine old chairs_1.mp4
33,Nina has fifteen white spoons_1.mp4
34,Steven prefers seven pretty sofas_1.mp4
35,Allen sees four dark toys_1.mp4
36,William kept three green desks_1.mp4
37,Peter got three small windows_1.mp4
38,Peter kept three white desks_1.mp4
39,William sold sixty large desks_1.mp4
40,Steven kept three old rings_1.mp4
41,Thomas got seven large desks_1.mp4
42,Doris kept twelve small houses_1.mp4
43,Lucy ordered four cheap chairs_1.mp4
44,Steven bought fifteen large spoons_1.mp4
45,Allen prefers two old desks_1.mp4
46,Thomas wants fifteen heavy tables_1.mp4
47,William got sixty dark chairs_1.mp4
48,Steven ordered seven small houses_1.mp4
49,Nina has eight green spoons_1.mp4
50,Peter got twelve large toys_1.mp4
51,Steven ordered twelve dark sofas_1.mp4
52,Rachel sold seven white tables_1.mp4
53,Lucy gives nineteen pretty desks_1.mp4
54,Doris kept seven large sofas_1.mp4
55,Kathy wants fifteen green windows_1.mp4
56,Lucy ordered four cheap chairs_1.mp4
57,Peter got twelve old rings_1.mp4
58,Lucy got eight red flowers_1.mp4
59,Lucy wants twelve white tables_1.mp4
