,0
0,mismatch right
1,mismatch right
2,match right
3,match right
4,match left
5,match left
6,match left
7,match left
8,match left
9,mismatch left
10,mismatch right
11,mismatch left
12,mismatch left
13,match right
14,match left
15,match right
16,mismatch right
17,mismatch left
18,mismatch left
19,mismatch right
20,match left
21,mismatch left
22,match right
23,match right
24,match right
25,mismatch right
26,mismatch right
27,mismatch right
28,match left
29,match right
30,match right
31,mismatch left
32,mismatch left
33,mismatch right
34,match left
35,mismatch left
36,mismatch left
37,mismatch right
38,match right
39,match left
40,match right
41,match left
42,match right
43,mismatch left
44,match right
45,mismatch right
46,mismatch left
47,match left
48,mismatch left
49,mismatch right
50,match right
51,match left
52,match right
53,mismatch left
54,match left
55,mismatch right
56,mismatch left
57,match left
58,mismatch right
59,mismatch right
