,0
0,Allen got sixty large houses_1.mp4
1,Kathy prefers two dark flowers_1.mp4
2,Thomas gives eight large tables_1.mp4
3,Rachel sees four old houses_1.mp4
4,William got three pretty sofas_1.mp4
5,Steven has nine red windows_1.mp4
6,Nina wants seven cheap chairs_1.mp4
7,Doris sees seven large spoons_1.mp4
8,Rachel got nineteen large spoons_1.mp4
9,William sold nine red chairs_1.mp4
10,Allen got eight pretty flowers_1.mp4
11,Peter sees eight red windows_1.mp4
12,Peter ordered four heavy tables_1.mp4
13,Kathy ordered four cheap spoons_1.mp4
14,Kathy prefers nineteen old sofas_1.mp4
15,Rachel wants four cheap desks_1.mp4
16,Lucy got twelve pretty toys_1.mp4
17,Allen has eight cheap windows_1.mp4
18,Peter ordered seven old sofas_1.mp4
19,Lucy wants nine small flowers_1.mp4
20,Doris kept three pretty desks_1.mp4
21,Thomas has sixty cheap houses_1.mp4
22,Peter sees nine old sofas_1.mp4
23,Steven prefers eight red chairs_1.mp4
24,Thomas got seven pretty flowers_1.mp4
25,Kathy ordered twelve small desks_1.mp4
26,William gives three dark sofas_1.mp4
27,William has three small sofas_1.mp4
28,Peter got three dark spoons_1.mp4
29,Thomas kept two red windows_1.mp4
30,Steven bought eight large sofas_1.mp4
31,Allen wants fifteen green tables_1.mp4
32,Doris bought four small houses_1.mp4
33,Doris got two old tables_1.mp4
34,Allen has fifteen small houses_1.mp4
35,Rachel got nine heavy windows_1.mp4
36,William has nineteen white desks_1.mp4
37,Lucy ordered fifteen cheap toys_1.mp4
38,Nina gives twelve old sofas_1.mp4
39,Peter has seven green tables_1.mp4
40,Steven sold fifteen cheap rings_1.mp4
41,Kathy has four small windows_1.mp4
42,William sees nineteen white flowers_1.mp4
43,Lucy gives twelve large spoons_1.mp4
44,Kathy prefers eight heavy houses_1.mp4
45,Steven has nine red windows_1.mp4
46,William ordered seven white houses_1.mp4
47,Kathy gives fifteen green flowers_1.mp4
