,0
0,Steven bought twelve white chairs_1.mp4
1,William got three pretty desks_1.mp4
2,Lucy has nineteen white chairs_1.mp4
3,Doris got eight heavy spoons_1.mp4
4,Kathy sold sixty cheap tables_1.mp4
5,Peter ordered nine heavy desks_1.mp4
6,Doris kept nineteen cheap spoons_1.mp4
7,Allen sold four red flowers_1.mp4
8,Thomas sees twelve large chairs_1.mp4
9,Kathy got sixty pretty desks_1.mp4
10,Allen sees four dark toys_1.mp4
11,Lucy gives fifteen white sofas_1.mp4
12,Rachel ordered twelve cheap tables_1.mp4
13,Thomas sees eight old toys_1.mp4
14,William prefers sixty small sofas_1.mp4
15,Steven gives nine red desks_1.mp4
16,Lucy wants three cheap flowers_1.mp4
17,Steven got seven green chairs_1.mp4
18,Peter got twelve old desks_1.mp4
19,Thomas sees fifteen cheap windows_1.mp4
20,Steven prefers seven pretty sofas_1.mp4
21,Rachel gives eight dark spoons_1.mp4
22,Nina sold sixty large rings_1.mp4
23,Steven bought fifteen large spoons_1.mp4
24,Kathy ordered three dark desks_1.mp4
25,Nina sees nineteen old chairs_1.mp4
26,Doris prefers three red tables_1.mp4
27,Nina has eight small windows_1.mp4
28,Rachel got four heavy spoons_1.mp4
29,Allen kept seven red houses_1.mp4
30,Kathy gives twelve cheap tables_1.mp4
31,Peter ordered sixty white desks_1.mp4
32,William kept nine large rings_1.mp4
33,Thomas got twelve dark houses_1.mp4
34,Doris has three red toys_1.mp4
35,Lucy ordered twelve old desks_1.mp4
36,Doris got eight large rings_1.mp4
37,Peter bought nineteen pretty rings_1.mp4
38,Thomas prefers fifteen small houses_1.mp4
39,William gives nineteen dark rings_1.mp4
40,Lucy wants three cheap flowers_1.mp4
41,Lucy prefers twelve large sofas_1.mp4
42,Doris sees sixty pretty desks_1.mp4
43,Rachel bought fifteen green houses_1.mp4
44,Lucy has three red desks_1.mp4
45,Allen wants eight green toys_1.mp4
46,Kathy sold sixty cheap tables_1.mp4
47,Peter bought nineteen cheap houses_1.mp4
