,0
0,mismatch left
1,match left
2,mismatch left
3,mismatch left
4,mismatch right
5,match right
6,match right
7,mismatch left
8,mismatch right
9,match right
10,mismatch left
11,mismatch left
12,match left
13,mismatch right
14,match left
15,mismatch left
16,mismatch right
17,match right
18,match right
19,mismatch left
20,match left
21,mismatch right
22,mismatch right
23,mismatch left
24,mismatch right
25,mismatch right
26,mismatch right
27,match right
28,mismatch left
29,match left
30,mismatch right
31,match right
32,match right
33,match left
34,match left
35,match left
36,match left
37,mismatch right
38,match left
39,match right
40,match right
41,match right
42,match right
43,mismatch left
44,match left
45,match left
46,mismatch right
47,mismatch left
