,0
0,William prefers sixty pretty flowers_1.mp4
1,Doris gives three pretty windows_1.mp4
2,Kathy prefers four small rings_1.mp4
3,Allen has four green spoons_1.mp4
4,Nina got twelve pretty flowers_1.mp4
5,Allen wants fifteen green tables_1.mp4
6,Lucy has twelve red spoons_1.mp4
7,William prefers twelve heavy rings_1.mp4
8,Thomas bought twelve small flowers_1.mp4
9,Peter gives four cheap tables_1.mp4
10,Allen prefers four dark desks_1.mp4
11,Doris kept four red desks_1.mp4
12,Thomas bought twelve small flowers_1.mp4
13,William bought two pretty houses_1.mp4
14,Kathy bought sixty large houses_1.mp4
15,William bought sixty cheap desks_1.mp4
16,Steven sees three red desks_1.mp4
17,Allen sees three red toys_1.mp4
18,Lucy wants sixty small sofas_1.mp4
19,Lucy gives twelve large spoons_1.mp4
20,Steven wants fifteen large flowers_1.mp4
21,Kathy prefers eight red tables_1.mp4
22,Doris kept four small chairs_1.mp4
23,William got nineteen pretty rings_1.mp4
24,William got three cheap flowers_1.mp4
25,Kathy bought four dark rings_1.mp4
26,Nina bought two large tables_1.mp4
27,Allen sold three dark spoons_1.mp4
28,Kathy prefers two dark flowers_1.mp4
29,Peter wants twelve red windows_1.mp4
30,Allen prefers four pretty chairs_1.mp4
31,William kept sixty heavy rings_1.mp4
32,Peter sold four red flowers_1.mp4
33,Rachel wants seven heavy tables_1.mp4
34,Steven sees seven pretty spoons_1.mp4
35,Steven has four red toys_1.mp4
36,Peter sold three large sofas_1.mp4
37,Kathy got seven red houses_1.mp4
38,Rachel got three cheap toys_1.mp4
39,Steven bought eight large sofas_1.mp4
40,Peter gives sixty small flowers_1.mp4
41,Steven prefers three red flowers_1.mp4
42,Doris got two old tables_1.mp4
43,Rachel has twelve red sofas_1.mp4
44,Allen kept nineteen small rings_1.mp4
45,Allen kept seven heavy spoons_1.mp4
46,Steven bought seven large flowers_1.mp4
47,Kathy ordered four cheap spoons_1.mp4
