,Column1,Column2,Column3,Column4,Column5
0,Peter,ordered,two,dark,tables
1,Allen,has,sixty,large,windows
2,Allen,sees,nine,large,chairs
3,Thomas,ordered,four,dark,houses
4,Nina,sold,two,heavy,desks
5,Steven,got,three,small,tables
6,Nina,sold,four,heavy,rings
7,Lucy,kept,two,old,rings
8,Peter,gives,eight,red,houses
9,Allen,got,three,cheap,chairs
10,Kathy,bought,fifteen,large,toys
11,Steven,ordered,twelve,dark,sofas
12,Nina,has,sixty,green,desks
13,Peter,gives,eight,red,houses
14,Doris,sees,fifteen,large,sofas
15,Peter,gives,fifteen,large,desks
16,Nina,sold,two,heavy,desks
17,Thomas,got,nine,pretty,sofas
18,Peter,kept,two,red,desks
19,Kathy,bought,three,small,toys
20,Peter,wants,three,small,tables
21,William,ordered,nineteen,old,toys
22,Steven,prefers,fifteen,red,spoons
23,Thomas,got,seven,large,desks
24,Steven,prefers,fifteen,red,spoons
25,William,has,seven,white,tables
26,Thomas,wants,fifteen,heavy,tables
27,Steven,kept,three,old,rings
28,Allen,sees,twelve,large,chairs
29,Rachel,gives,eight,dark,spoons
30,Doris,got,nine,old,windows
31,Lucy,wants,three,cheap,flowers
32,Allen,sold,two,green,chairs
33,Thomas,prefers,nineteen,white,toys
34,Rachel,sold,fifteen,old,rings
35,Thomas,got,twelve,small,toys
36,Nina,has,two,heavy,tables
37,Doris,sold,sixty,green,spoons
38,William,ordered,nineteen,old,toys
39,Lucy,ordered,three,red,spoons
40,Lucy,gives,fifteen,white,sofas
41,Thomas,sees,twelve,large,chairs
42,Kathy,sold,sixty,cheap,tables
43,William,got,sixty,dark,chairs
44,Thomas,sees,fifteen,cheap,windows
45,Peter,got,fifteen,old,tables
46,Lucy,has,two,small,flowers
47,Doris,sees,sixty,pretty,desks
48,Thomas,prefers,nine,dark,rings
49,William,got,three,small,toys
50,Allen,sees,twelve,large,chairs
51,Doris,prefers,nineteen,dark,flowers
52,Rachel,kept,seven,small,rings
53,Rachel,prefers,three,pretty,spoons
54,Steven,gives,fifteen,white,toys
55,Doris,sold,nineteen,green,desks
56,Lucy,has,four,old,flowers
57,Nina,ordered,sixty,heavy,sofas
58,Doris,sold,nine,dark,tables
59,William,prefers,three,large,desks
