,0
0,Peter ordered two dark tables_1.mp4
1,Lucy wants fifteen small sofas_1.mp4
2,Allen sees nine large chairs_1.mp4
3,Rachel sees three pretty chairs_1.mp4
4,Nina sold two heavy desks_1.mp4
5,Steven got three small tables_1.mp4
6,Nina sold four heavy rings_1.mp4
7,Lucy kept two old rings_1.mp4
8,Peter gives eight red houses_1.mp4
9,William has nine small flowers_1.mp4
10,Steven sees four dark spoons_1.mp4
11,William ordered sixty cheap toys_1.mp4
12,Nina has sixty green desks_1.mp4
13,Peter gives eight red houses_1.mp4
14,Thomas prefers nineteen small toys_1.mp4
15,Peter gives fifteen large desks_1.mp4
16,Nina sold two heavy desks_1.mp4
17,Thomas ordered nine heavy sofas_1.mp4
18,Peter kept two red desks_1.mp4
19,Kathy bought three small toys_1.mp4
20,Peter wants three small tables_1.mp4
21,William ordered nineteen old toys_1.mp4
22,Nina kept four pretty houses_1.mp4
23,Thomas got seven large desks_1.mp4
24,Steven prefers fifteen red spoons_1.mp4
25,Doris sold nineteen green desks_1.mp4
26,Peter ordered four red toys_1.mp4
27,Lucy has two small flowers_1.mp4
28,Allen sees twelve large chairs_1.mp4
29,Kathy bought three red toys_1.mp4
30,Peter sees sixty large spoons_1.mp4
31,Lucy wants three cheap flowers_1.mp4
32,William gives twelve red rings_1.mp4
33,Thomas prefers nineteen white toys_1.mp4
34,Rachel sold fifteen old rings_1.mp4
35,Rachel kept eight large sofas_1.mp4
36,Peter bought nineteen pretty rings_1.mp4
37,William gives three cheap windows_1.mp4
38,Lucy sold nine large spoons_1.mp4
39,Lucy ordered three red spoons_1.mp4
40,Rachel has nineteen white desks_1.mp4
41,Thomas sees twelve large chairs_1.mp4
42,Kathy sold sixty cheap tables_1.mp4
43,William got sixty dark chairs_1.mp4
44,Rachel wants twelve white flowers_1.mp4
45,Thomas has sixty dark houses_1.mp4
46,Lucy has two small flowers_1.mp4
47,Doris sees sixty pretty desks_1.mp4
48,Peter bought nineteen cheap houses_1.mp4
49,William got three small toys_1.mp4
50,Allen sees twelve large chairs_1.mp4
51,Thomas bought sixty white spoons_1.mp4
52,Rachel kept seven small rings_1.mp4
53,Rachel prefers three pretty spoons_1.mp4
54,Steven gives fifteen white toys_1.mp4
55,Doris sold nineteen green desks_1.mp4
56,William prefers three small houses_1.mp4
57,Allen got sixty cheap toys_1.mp4
58,Steven sees eight green sofas_1.mp4
59,William prefers three large desks_1.mp4
