,0
0,match left
1,mismatch right
2,mismatch left
3,match right
4,match left
5,mismatch left
6,mismatch right
7,match right
8,mismatch right
9,mismatch right
10,match left
11,mismatch left
12,match left
13,match right
14,mismatch left
15,mismatch right
16,match left
17,match right
18,mismatch left
19,match right
20,match right
21,match left
22,match left
23,match right
24,match left
25,mismatch right
26,match right
27,mismatch left
28,mismatch right
29,mismatch right
30,match left
31,mismatch left
32,mismatch left
33,mismatch left
34,mismatch left
35,mismatch right
36,match left
37,match right
38,match right
39,mismatch right
40,mismatch left
41,mismatch right
42,match left
43,mismatch right
44,mismatch left
45,match right
46,match right
47,mismatch left
48,match right
49,mismatch right
50,match left
51,mismatch left
52,match left
53,mismatch left
54,match right
55,match left
56,match left
57,match right
58,mismatch right
59,mismatch right
