,0
0,match left
1,match left
2,mismatch left
3,match left
4,match right
5,match left
6,match right
7,match right
8,match left
9,match right
10,match right
11,mismatch left
12,match left
13,mismatch right
14,mismatch right
15,mismatch left
16,match left
17,match left
18,mismatch right
19,match left
20,mismatch left
21,mismatch right
22,match right
23,mismatch left
24,match left
25,match right
26,mismatch right
27,mismatch right
28,match left
29,mismatch left
30,mismatch right
31,match right
32,mismatch left
33,mismatch left
34,match right
35,mismatch left
36,match right
37,mismatch right
38,mismatch right
39,match right
40,mismatch left
41,mismatch right
42,mismatch left
43,match left
44,match right
45,mismatch right
46,mismatch left
47,mismatch right
