,0,1,2,3,4
0,Doris,got,four,old,toys
1,Nina,ordered,three,heavy,windows
2,Rachel,bought,fifteen,green,sofas
3,Lucy,has,two,white,desks
4,Allen,sees,four,dark,toys
5,Peter,sold,nineteen,pretty,rings
6,William,sold,sixty,dark,desks
7,Doris,sold,nine,cheap,houses
8,Peter,got,fifteen,old,tables
9,William,kept,two,red,windows
10,Kathy,wants,eight,dark,flowers
11,Lucy,got,fifteen,small,flowers
12,William,sees,sixty,cheap,houses
13,Nina,wants,two,small,chairs
14,Rachel,ordered,four,pretty,spoons
15,Doris,has,three,red,toys
16,Steven,prefers,seven,pretty,sofas
17,Rachel,got,two,cheap,houses
18,William,has,nine,small,flowers
19,Lucy,gives,four,pretty,rings
20,Peter,ordered,sixty,large,desks
21,Nina,sees,nineteen,old,chairs
22,Nina,got,twelve,large,toys
23,Thomas,got,nineteen,heavy,desks
24,Steven,ordered,twelve,dark,sofas
25,Kathy,gives,nine,old,chairs
26,Thomas,got,sixty,cheap,desks
27,Thomas,prefers,three,large,desks
28,Allen,got,three,cheap,chairs
29,William,kept,nine,small,windows
30,Rachel,bought,fifteen,green,houses
31,Thomas,prefers,nineteen,white,spoons
32,Doris,sees,twelve,white,toys
33,Kathy,has,seven,white,flowers
34,Lucy,prefers,four,pretty,sofas
35,William,bought,two,red,windows
36,Rachel,sees,three,pretty,chairs
37,Peter,ordered,twelve,large,windows
38,Rachel,gives,eight,dark,spoons
39,Thomas,wants,fifteen,heavy,houses
40,William,kept,two,red,windows
41,Nina,has,fifteen,white,spoons
42,Thomas,got,nineteen,heavy,desks
43,Steven,wants,seven,small,houses
44,Nina,sold,twelve,old,windows
45,Kathy,got,three,old,houses
46,Doris,prefers,two,red,rings
47,Lucy,wants,eight,cheap,tables
48,Doris,ordered,twelve,old,flowers
49,Peter,wants,three,small,tables
50,Lucy,got,fifteen,cheap,chairs
51,Lucy,gives,sixty,dark,houses
52,Steven,prefers,two,pretty,windows
53,Peter,ordered,fifteen,green,tables
54,Doris,gives,two,large,sofas
55,Kathy,prefers,sixty,cheap,desks
56,Peter,bought,four,large,windows
57,Rachel,got,eight,small,spoons
58,Thomas,got,nine,dark,flowers
59,Lucy,prefers,three,cheap,flowers
