,0
0,Peter prefers nine dark rings_1.mp4
1,Nina sold nineteen cheap desks_1.mp4
2,Lucy gives seven green sofas_1.mp4
3,Steven sees three white chairs_1.mp4
4,Allen prefers three red sofas_1.mp4
5,Steven sold sixty pretty toys_1.mp4
6,Peter got three white windows_1.mp4
7,William prefers twelve heavy rings_1.mp4
8,Rachel sees fifteen red desks_1.mp4
9,Thomas got nineteen large rings_1.mp4
10,Allen has fifteen old sofas_1.mp4
11,Nina prefers twelve large houses_1.mp4
12,Steven gives two red toys_1.mp4
13,Kathy has nine dark toys_1.mp4
14,Steven kept four large tables_1.mp4
15,William sold nine red desks_1.mp4
16,Peter has sixty heavy houses_1.mp4
17,Doris prefers three white rings_1.mp4
18,Nina prefers seven large sofas_1.mp4
19,Kathy kept twelve old chairs_1.mp4
20,Doris prefers sixty green houses_1.mp4
21,Lucy wants two red sofas_1.mp4
22,Kathy prefers four large houses_1.mp4
23,Thomas sold sixty small rings_1.mp4
24,Kathy got nine dark chairs_1.mp4
25,Nina has seven old sofas_1.mp4
26,Peter bought two green houses_1.mp4
27,Doris sold sixty cheap desks_1.mp4
28,Lucy got eight heavy toys_1.mp4
29,Allen kept nine white desks_1.mp4
30,Nina sees seven small sofas_1.mp4
31,Allen wants fifteen heavy toys_1.mp4
32,Nina got three dark sofas_1.mp4
33,Thomas sees nineteen cheap houses_1.mp4
34,Kathy wants three cheap houses_1.mp4
35,Allen got sixty large houses_1.mp4
36,Doris sold seven dark windows_1.mp4
37,Rachel prefers twelve heavy flowers_1.mp4
38,Peter has seven green tables_1.mp4
39,Allen got two large toys_1.mp4
40,Rachel gives four green rings_1.mp4
41,Steven sees seven pretty chairs_1.mp4
42,Allen bought nineteen heavy desks_1.mp4
43,Rachel prefers twelve heavy flowers_1.mp4
44,Nina has seven old sofas_1.mp4
45,Lucy gives fifteen pretty rings_1.mp4
46,Allen sees three large desks_1.mp4
47,Peter prefers three large chairs_1.mp4
