,0
0,match right
1,match right
2,match right
3,match left
4,match left
5,mismatch left
6,match right
7,match left
8,mismatch left
9,match left
10,match left
11,mismatch left
12,mismatch right
13,mismatch right
14,match right
15,mismatch left
16,mismatch right
17,match left
18,mismatch right
19,mismatch left
20,match left
21,match left
22,mismatch left
23,match right
24,mismatch right
25,match left
26,match right
27,match left
28,mismatch right
29,mismatch right
30,mismatch left
31,mismatch left
32,mismatch left
33,match right
34,mismatch left
35,match right
36,mismatch right
37,mismatch right
38,mismatch right
39,match right
40,match right
41,match left
42,mismatch left
43,mismatch right
44,mismatch left
45,match right
46,match left
47,mismatch right
