,0
0,Kathy kept seven green flowers_1.mp4
1,Peter ordered eight heavy desks_1.mp4
2,Allen bought nineteen large chairs_1.mp4
3,Thomas has four pretty rings_1.mp4
4,Steven ordered three large rings_1.mp4
5,Doris sold nine dark tables_1.mp4
6,Rachel prefers fifteen large houses_1.mp4
7,Steven sees eight green sofas_1.mp4
8,Thomas prefers nineteen small toys_1.mp4
9,Doris sold nine dark tables_1.mp4
10,Peter prefers four large rings_1.mp4
11,William kept two red windows_1.mp4
12,Doris sees three old desks_1.mp4
13,Nina ordered sixty heavy sofas_1.mp4
14,Doris sees twelve large desks_1.mp4
15,Thomas got three dark windows_1.mp4
16,Lucy wants fifteen small sofas_1.mp4
17,Peter ordered eight heavy desks_1.mp4
18,Peter gives sixty pretty rings_1.mp4
19,Doris ordered nineteen white toys_1.mp4
20,Peter got seven white windows_1.mp4
21,Allen sold two green chairs_1.mp4
22,Allen bought seven green desks_1.mp4
23,Lucy wants three cheap flowers_1.mp4
24,William bought four red tables_1.mp4
25,Peter got three green desks_1.mp4
26,Doris sees three old desks_1.mp4
27,William has sixty white chairs_1.mp4
28,Rachel kept eight large sofas_1.mp4
29,Allen ordered twelve heavy rings_1.mp4
30,Kathy ordered three dark desks_1.mp4
31,Kathy got sixty pretty desks_1.mp4
32,Thomas prefers eight cheap toys_1.mp4
33,Rachel wants fifteen red windows_1.mp4
34,Allen sold seven old spoons_1.mp4
35,Rachel sold three red houses_1.mp4
36,Peter bought four large windows_1.mp4
37,Thomas got nine pretty sofas_1.mp4
38,Doris ordered nineteen white toys_1.mp4
39,Thomas prefers nine dark rings_1.mp4
40,Kathy got nine dark desks_1.mp4
41,Allen bought seven pretty tables_1.mp4
42,Steven kept three old rings_1.mp4
43,Kathy got seven large chairs_1.mp4
44,William bought two green spoons_1.mp4
45,Allen wants nineteen white desks_1.mp4
46,Nina sold nine heavy desks_1.mp4
47,Doris got four red toys_1.mp4
48,Peter gives twelve old toys_1.mp4
49,Steven sold nine pretty windows_1.mp4
50,Allen prefers two red tables_1.mp4
51,Steven sees four dark spoons_1.mp4
52,Lucy has four white chairs_1.mp4
53,Peter bought four large windows_1.mp4
54,William has seven white tables_1.mp4
55,Allen prefers two heavy desks_1.mp4
56,Doris ordered twelve old flowers_1.mp4
57,Thomas got nine pretty sofas_1.mp4
58,Lucy ordered twelve dark houses_1.mp4
59,Rachel gives eight dark spoons_1.mp4
