,0
0,Rachel wants twelve white sofas_1.mp4
1,Steven prefers fifteen red spoons_1.mp4
2,William gives three cheap windows_1.mp4
3,Doris sold nine dark tables_1.mp4
4,Thomas got nineteen heavy desks_1.mp4
5,Peter gives sixty pretty rings_1.mp4
6,Lucy got three red desks_1.mp4
7,Thomas kept two small spoons_1.mp4
8,William ordered four heavy windows_1.mp4
9,Allen got three cheap chairs_1.mp4
10,Kathy wants fifteen green tables_1.mp4
11,Rachel got nineteen white spoons_1.mp4
12,Lucy gives eight small houses_1.mp4
13,Doris sees three old desks_1.mp4
14,Kathy bought eight green flowers_1.mp4
15,Nina has two heavy tables_1.mp4
16,William ordered nineteen old toys_1.mp4
17,Allen kept seven red houses_1.mp4
18,Allen ordered twelve heavy rings_1.mp4
19,Peter ordered four white desks_1.mp4
20,Kathy bought fifteen large toys_1.mp4
21,Peter has nineteen large desks_1.mp4
22,Steven kept nine small spoons_1.mp4
23,Thomas gives twelve heavy toys_1.mp4
24,Kathy ordered eight old sofas_1.mp4
25,William has seven white tables_1.mp4
26,Peter got four pretty houses_1.mp4
27,Kathy wants eight dark flowers_1.mp4
28,Steven kept fifteen small sofas_1.mp4
29,Thomas prefers nine cheap spoons_1.mp4
30,Allen ordered three dark spoons_1.mp4
31,Steven has four heavy chairs_1.mp4
32,Peter gives three green rings_1.mp4
33,Lucy ordered twelve dark houses_1.mp4
34,Nina gives two pretty rings_1.mp4
35,Nina has two heavy tables_1.mp4
36,Allen gives fifteen old desks_1.mp4
37,Kathy wants eight dark flowers_1.mp4
38,William sees sixty cheap chairs_1.mp4
39,Lucy gives eight small houses_1.mp4
40,Peter gives fifteen cheap windows_1.mp4
41,Thomas has twelve heavy sofas_1.mp4
42,Peter has fifteen green rings_1.mp4
43,Lucy wants twelve white tables_1.mp4
44,Allen sees four dark toys_1.mp4
45,Thomas gives three small houses_1.mp4
46,Doris ordered eight cheap rings_1.mp4
47,Thomas ordered nine heavy sofas_1.mp4
48,William sees eight large flowers_1.mp4
49,Rachel kept seven small rings_1.mp4
50,Thomas got nineteen heavy desks_1.mp4
51,Kathy ordered three cheap spoons_1.mp4
52,Peter sold four heavy windows_1.mp4
53,Doris got three old toys_1.mp4
54,Steven kept nine small spoons_1.mp4
55,Peter gives eight red houses_1.mp4
56,Allen sees three small rings_1.mp4
57,Kathy sold sixty cheap tables_1.mp4
58,Lucy has seven green toys_1.mp4
59,Peter wants nineteen red windows_1.mp4
