,0
0,William prefers two small desks_1.mp4
1,Doris has seven green tables_1.mp4
2,Allen bought nineteen pretty sofas_1.mp4
3,Thomas gives three white windows_1.mp4
4,Allen bought nineteen large chairs_1.mp4
5,Kathy wants fifteen cheap desks_1.mp4
6,Allen prefers four small flowers_1.mp4
7,Rachel bought eight white rings_1.mp4
8,Peter ordered four white desks_1.mp4
9,Peter got three cheap houses_1.mp4
10,Thomas has two pretty flowers_1.mp4
11,William gives nineteen small sofas_1.mp4
12,Kathy sold twelve green chairs_1.mp4
13,Peter gives fifteen large tables_1.mp4
14,Steven bought nine heavy toys_1.mp4
15,Lucy has nineteen white chairs_1.mp4
16,William kept two red windows_1.mp4
17,Steven got twelve pretty windows_1.mp4
18,Peter gives four green sofas_1.mp4
19,Doris prefers three red tables_1.mp4
20,Rachel wants twelve white flowers_1.mp4
21,Lucy got three red desks_1.mp4
22,Nina sold sixty large rings_1.mp4
23,Steven bought four small tables_1.mp4
24,Lucy has four old flowers_1.mp4
25,Peter gives sixty pretty rings_1.mp4
26,Kathy kept two dark houses_1.mp4
27,Nina has eight green spoons_1.mp4
28,William got three pretty desks_1.mp4
29,Allen kept seven red houses_1.mp4
30,Peter got fifteen old tables_1.mp4
31,Doris ordered eight cheap rings_1.mp4
32,William has seven white tables_1.mp4
33,William prefers three large desks_1.mp4
34,Allen kept seven red houses_1.mp4
35,Rachel got eight small spoons_1.mp4
36,Thomas gives sixty green tables_1.mp4
37,Peter wants three small tables_1.mp4
38,Peter got fifteen cheap rings_1.mp4
39,Thomas bought three red windows_1.mp4
40,Rachel sold seven white tables_1.mp4
41,Thomas prefers nine cheap spoons_1.mp4
42,Peter ordered four red toys_1.mp4
43,Thomas prefers nine dark rings_1.mp4
44,Allen kept three heavy desks_1.mp4
45,Kathy sees four old toys_1.mp4
46,William gives nineteen small sofas_1.mp4
47,William gives twelve red rings_1.mp4
