,0
0,mismatch left
1,mismatch left
2,match left
3,match right
4,match right
5,match left
6,mismatch left
7,match right
8,match right
9,match left
10,match right
11,mismatch left
12,mismatch right
13,mismatch right
14,match right
15,mismatch left
16,mismatch right
17,mismatch right
18,mismatch left
19,match left
20,match left
21,mismatch left
22,mismatch right
23,mismatch right
24,match left
25,match left
26,mismatch left
27,mismatch right
28,match left
29,match left
30,match left
31,match left
32,match right
33,match right
34,match left
35,mismatch left
36,mismatch right
37,mismatch right
38,mismatch left
39,mismatch left
40,match right
41,mismatch left
42,match right
43,match right
44,match right
45,mismatch right
46,mismatch right
47,mismatch right
