,Column1,Column2,Column3,Column4,Column5
0,William,prefers,two,small,desks
1,Nina,sold,fifteen,old,flowers
2,Allen,bought,nineteen,pretty,sofas
3,Thomas,gives,three,white,windows
4,Allen,bought,nineteen,large,chairs
5,Lucy,got,three,green,spoons
6,Nina,sold,twelve,old,windows
7,Thomas,has,sixty,dark,houses
8,Doris,kept,seven,large,sofas
9,Peter,got,three,cheap,houses
10,Peter,has,fifteen,green,rings
11,William,gives,nineteen,small,sofas
12,Kathy,sold,twelve,green,chairs
13,Peter,gives,fifteen,large,tables
14,Peter,sees,sixty,large,spoons
15,Doris,ordered,twelve,old,flowers
16,Kathy,wants,fifteen,cheap,desks
17,Thomas,gives,three,small,houses
18,Thomas,got,seven,large,desks
19,Steven,kept,nine,small,spoons
20,Rachel,wants,twelve,white,flowers
21,Kathy,wants,sixty,old,toys
22,Nina,sold,sixty,large,rings
23,Steven,bought,four,small,tables
24,Peter,sold,sixty,white,desks
25,William,ordered,nineteen,old,toys
26,Kathy,kept,two,dark,houses
27,Kathy,gives,eight,large,spoons
28,William,got,three,pretty,desks
29,Allen,kept,seven,red,houses
30,Thomas,has,three,white,desks
31,Doris,ordered,eight,cheap,rings
32,Doris,sold,nine,cheap,houses
33,Lucy,has,nineteen,white,chairs
34,Allen,kept,seven,red,houses
35,Peter,ordered,two,dark,sofas
36,Thomas,gives,sixty,green,tables
37,Steven,ordered,seven,cheap,windows
38,Steven,sees,eight,green,sofas
39,Thomas,bought,three,red,windows
40,Rachel,sold,seven,white,tables
41,Thomas,prefers,nine,cheap,spoons
42,Peter,ordered,four,red,toys
43,Lucy,sold,twelve,cheap,spoons
44,Doris,has,seven,green,tables
45,Kathy,sees,four,old,toys
46,William,gives,nineteen,small,sofas
47,William,gives,twelve,red,rings
