,0
0,William got sixty dark chairs_1.mp4
1,Steven ordered sixty pretty desks_1.mp4
2,Kathy wants fifteen green windows_1.mp4
3,Peter gives fifteen cheap windows_1.mp4
4,William gives twelve red rings_1.mp4
5,Lucy got fifteen small flowers_1.mp4
6,Peter gives fifteen large tables_1.mp4
7,Lucy prefers four large flowers_1.mp4
8,Peter ordered twelve red windows_1.mp4
9,William prefers three small houses_1.mp4
10,Thomas sees eight old toys_1.mp4
11,Allen kept three heavy desks_1.mp4
12,Thomas wants four pretty rings_1.mp4
13,Nina wants three heavy windows_1.mp4
14,Peter ordered three white houses_1.mp4
15,Steven got eight dark chairs_1.mp4
16,Rachel got eight small houses_1.mp4
17,Thomas prefers nineteen white spoons_1.mp4
18,William sees sixty cheap chairs_1.mp4
19,Peter wants nineteen red windows_1.mp4
20,Steven wants fifteen heavy tables_1.mp4
21,Thomas bought sixty white spoons_1.mp4
22,Peter got four pretty houses_1.mp4
23,Rachel sees three pretty chairs_1.mp4
24,Kathy ordered fifteen cheap toys_1.mp4
25,Peter kept sixty pretty toys_1.mp4
26,Allen bought seven pretty tables_1.mp4
27,Thomas prefers eight cheap toys_1.mp4
28,Nina wants three heavy windows_1.mp4
29,Rachel gives fifteen small desks_1.mp4
30,Kathy kept seven green flowers_1.mp4
31,Doris prefers three red tables_1.mp4
32,Thomas ordered fifteen red houses_1.mp4
33,Peter has seven white flowers_1.mp4
34,Kathy kept seven green flowers_1.mp4
35,Thomas has twelve heavy sofas_1.mp4
36,William prefers two small desks_1.mp4
37,William kept three small spoons_1.mp4
38,Thomas prefers nineteen white spoons_1.mp4
39,Doris sees twelve large desks_1.mp4
40,Peter sold two large flowers_1.mp4
41,Doris sold twelve old sofas_1.mp4
42,Kathy ordered fifteen cheap toys_1.mp4
43,Nina prefers three red spoons_1.mp4
44,Steven ordered sixty pretty desks_1.mp4
45,Peter got nineteen large desks_1.mp4
46,Rachel got four heavy spoons_1.mp4
47,Steven bought four small tables_1.mp4
