,0
0,Nina has twelve small desks_1.mp4
1,Kathy wants two old windows_1.mp4
2,Nina has twelve small desks_1.mp4
3,Kathy prefers four small rings_1.mp4
4,Allen wants seven pretty windows_1.mp4
5,Allen has eight cheap windows_1.mp4
6,Kathy got twelve white windows_1.mp4
7,William ordered two red sofas_1.mp4
8,Lucy got three dark spoons_1.mp4
9,Kathy kept seven heavy desks_1.mp4
10,Doris sold three small rings_1.mp4
11,Thomas got nineteen red sofas_1.mp4
12,Nina has sixty cheap flowers_1.mp4
13,Kathy gives two large toys_1.mp4
14,Nina sold nineteen cheap desks_1.mp4
15,Lucy ordered four white desks_1.mp4
16,Nina bought two large tables_1.mp4
17,Lucy gives seven green sofas_1.mp4
18,Nina sold three green spoons_1.mp4
19,Allen got two large toys_1.mp4
20,Kathy prefers four large houses_1.mp4
21,Peter got twelve large chairs_1.mp4
22,Rachel sold four old desks_1.mp4
23,Peter has four green windows_1.mp4
24,Steven kept four large tables_1.mp4
25,Allen ordered fifteen white chairs_1.mp4
26,Kathy ordered four white windows_1.mp4
27,William sees nineteen white flowers_1.mp4
28,Lucy sees twelve green houses_1.mp4
29,Peter bought seven cheap flowers_1.mp4
30,Nina wants nineteen large desks_1.mp4
31,Allen sees fifteen green windows_1.mp4
32,Lucy wants sixty small sofas_1.mp4
33,Allen wants fifteen heavy toys_1.mp4
34,Allen got sixty large houses_1.mp4
35,Allen got four green desks_1.mp4
36,Doris gives three pretty windows_1.mp4
37,Peter bought sixty heavy chairs_1.mp4
38,Doris gives three pretty windows_1.mp4
39,Kathy prefers eight heavy houses_1.mp4
40,Thomas ordered three dark desks_1.mp4
41,Nina gives two pretty windows_1.mp4
42,Nina sees four large tables_1.mp4
43,Steven kept four large tables_1.mp4
44,Lucy sold fifteen red flowers_1.mp4
45,Kathy prefers eight red tables_1.mp4
46,William sold fifteen small houses_1.mp4
47,Kathy got seven red houses_1.mp4
