,0
0,match left
1,match right
2,match left
3,match right
4,mismatch right
5,match left
6,mismatch left
7,mismatch right
8,mismatch right
9,match right
10,match left
11,match right
12,mismatch right
13,mismatch left
14,mismatch right
15,mismatch left
16,match left
17,mismatch left
18,mismatch left
19,match right
20,match left
21,match left
22,mismatch right
23,match right
24,match right
25,mismatch left
26,mismatch left
27,mismatch right
28,mismatch left
29,match right
30,match left
31,mismatch right
32,mismatch right
33,match right
34,match left
35,match right
36,mismatch left
37,match left
38,mismatch left
39,mismatch right
40,mismatch left
41,mismatch right
42,match left
43,mismatch right
44,match right
45,mismatch left
46,match right
47,mismatch right
48,mismatch left
49,mismatch right
50,match right
51,mismatch left
52,match right
53,match left
54,match left
55,match left
56,match left
57,mismatch left
58,mismatch right
59,match right
