,0
0,Allen got sixty cheap toys_1.mp4
1,Thomas sees twelve large chairs_1.mp4
2,Peter got seven white windows_1.mp4
3,Doris sold nine cheap houses_1.mp4
4,William ordered four heavy windows_1.mp4
5,Steven sees eight green sofas_1.mp4
6,Thomas wants three old flowers_1.mp4
7,Thomas gives three white windows_1.mp4
8,Kathy gives three small desks_1.mp4
9,William sold sixty large desks_1.mp4
10,William has seven white tables_1.mp4
11,Rachel wants twelve white flowers_1.mp4
12,Thomas ordered fifteen red houses_1.mp4
13,William bought two heavy windows_1.mp4
14,Peter gives twelve old toys_1.mp4
15,Thomas wants three cheap spoons_1.mp4
16,William wants three pretty desks_1.mp4
17,Thomas prefers nine white tables_1.mp4
18,Allen sold seven old spoons_1.mp4
19,Thomas has two pretty flowers_1.mp4
20,Nina has two heavy tables_1.mp4
21,Lucy got four pretty sofas_1.mp4
22,Steven has four heavy chairs_1.mp4
23,Peter wants three green spoons_1.mp4
24,Lucy has four old flowers_1.mp4
25,Kathy kept two dark houses_1.mp4
26,Thomas prefers eight cheap toys_1.mp4
27,Nina has two heavy tables_1.mp4
28,William ordered three old desks_1.mp4
29,Kathy gives eight large spoons_1.mp4
30,Lucy got four pretty sofas_1.mp4
31,Thomas prefers nine dark rings_1.mp4
32,Lucy gives eight small houses_1.mp4
33,Thomas prefers nineteen white toys_1.mp4
34,Nina ordered three heavy windows_1.mp4
35,Peter bought nineteen dark rings_1.mp4
36,Rachel prefers twelve red desks_1.mp4
37,Steven kept nine small spoons_1.mp4
38,Lucy has nineteen white chairs_1.mp4
39,William kept three green desks_1.mp4
40,Peter ordered two dark tables_1.mp4
41,Allen kept eight red toys_1.mp4
42,Kathy wants fifteen green windows_1.mp4
43,Doris sold nine cheap houses_1.mp4
44,Kathy kept three cheap flowers_1.mp4
45,Rachel kept nine dark desks_1.mp4
46,Nina ordered nine heavy tables_1.mp4
47,William bought two green spoons_1.mp4
48,Rachel prefers fifteen large houses_1.mp4
49,Kathy wants sixty old toys_1.mp4
50,Allen sold four red flowers_1.mp4
51,Nina kept twelve pretty tables_1.mp4
52,Thomas got nine pretty sofas_1.mp4
53,Peter sold four large flowers_1.mp4
54,Rachel bought eight white rings_1.mp4
55,Thomas has sixty dark houses_1.mp4
56,Peter got sixty red spoons_1.mp4
57,Rachel sold seven old tables_1.mp4
58,Peter got three pretty flowers_1.mp4
59,Thomas sees nineteen white desks_1.mp4
