,0
0,Nina wants three heavy flowers_1.mp4
1,Peter bought nineteen dark rings_1.mp4
2,Steven sold nine green sofas_1.mp4
3,Peter got twelve large toys_1.mp4
4,Rachel gives fifteen small desks_1.mp4
5,Lucy has nineteen white chairs_1.mp4
6,Allen prefers two red tables_1.mp4
7,Rachel kept sixty large desks_1.mp4
8,Steven gives nine red desks_1.mp4
9,Lucy ordered four cheap chairs_1.mp4
10,Peter got twelve old rings_1.mp4
11,Kathy got seven large chairs_1.mp4
12,Steven kept nine small spoons_1.mp4
13,Lucy has nineteen dark desks_1.mp4
14,Nina kept four pretty houses_1.mp4
15,Kathy got nine dark desks_1.mp4
16,Thomas wants fifteen heavy tables_1.mp4
17,William wants three pretty desks_1.mp4
18,William kept nine large rings_1.mp4
19,Kathy wants fifteen green windows_1.mp4
20,Rachel wants seven large chairs_1.mp4
21,Thomas prefers nine dark rings_1.mp4
22,Peter ordered three white houses_1.mp4
23,Steven bought twelve white chairs_1.mp4
24,William sold sixty large desks_1.mp4
25,Nina has two heavy tables_1.mp4
26,Nina ordered nine heavy tables_1.mp4
27,Rachel got eight small spoons_1.mp4
28,Nina has two heavy tables_1.mp4
29,Peter bought nineteen cheap houses_1.mp4
30,Rachel wants fifteen red windows_1.mp4
31,William wants three pretty desks_1.mp4
32,Nina got twelve white toys_1.mp4
33,Rachel got nineteen white spoons_1.mp4
34,Thomas sees seven green houses_1.mp4
35,Doris gives two large sofas_1.mp4
36,Lucy has four old flowers_1.mp4
37,William wants sixty pretty chairs_1.mp4
38,Steven ordered fifteen white spoons_1.mp4
39,Rachel ordered four pretty spoons_1.mp4
40,Peter wants three green spoons_1.mp4
41,Thomas has four pretty rings_1.mp4
42,Rachel got three white desks_1.mp4
43,Nina sees nineteen old chairs_1.mp4
44,Lucy prefers twelve large sofas_1.mp4
45,Peter ordered eight green flowers_1.mp4
46,Steven got twelve pretty windows_1.mp4
47,Thomas gives three white windows_1.mp4
48,Doris gives two large sofas_1.mp4
49,Allen prefers four heavy flowers_1.mp4
50,Lucy has nineteen dark desks_1.mp4
51,Doris ordered eight cheap rings_1.mp4
52,Peter gives fifteen cheap windows_1.mp4
53,William wants three pretty desks_1.mp4
54,Steven got seven green chairs_1.mp4
55,Steven got nine large windows_1.mp4
56,Nina ordered nine heavy tables_1.mp4
57,Thomas ordered nine heavy sofas_1.mp4
58,Allen has sixty large windows_1.mp4
59,Steven kept fifteen small sofas_1.mp4
