,0
0,match left
1,mismatch left
2,match left
3,mismatch right
4,match left
5,match right
6,mismatch right
7,match left
8,mismatch left
9,match right
10,match left
11,mismatch right
12,match left
13,match right
14,mismatch left
15,match left
16,match right
17,mismatch right
18,match left
19,mismatch left
20,mismatch left
21,mismatch right
22,match right
23,match right
24,match left
25,match right
26,match left
27,mismatch right
28,mismatch left
29,match left
30,match right
31,match left
32,mismatch right
33,mismatch left
34,match right
35,mismatch left
36,mismatch right
37,match right
38,mismatch left
39,mismatch right
40,mismatch left
41,mismatch right
42,mismatch right
43,mismatch right
44,match right
45,mismatch left
46,mismatch left
47,match right
