,0
0,Allen prefers nine dark chairs_1.mp4
1,Allen prefers nine dark chairs_1.mp4
2,Allen kept nine white desks_1.mp4
3,Steven has three pretty windows_1.mp4
4,Kathy ordered seven cheap houses_1.mp4
5,Kathy ordered seven cheap houses_1.mp4
6,Allen sees four cheap tables_1.mp4
7,Rachel kept three pretty houses_1.mp4
8,Lucy prefers nineteen red sofas_1.mp4
9,Lucy prefers nineteen red sofas_1.mp4
10,Lucy prefers nineteen red sofas_1.mp4
11,William has nineteen white desks_1.mp4
12,Peter ordered four heavy tables_1.mp4
13,Thomas wants eight large spoons_1.mp4
14,Doris sold seven dark windows_1.mp4
15,Nina kept nine cheap houses_1.mp4
16,Nina kept nine cheap houses_1.mp4
17,Nina kept nine cheap houses_1.mp4
18,Allen prefers nine dark chairs_1.mp4
19,Kathy kept three large toys_1.mp4
20,Nina gives two cheap rings_1.mp4
21,Nina gives two cheap rings_1.mp4
22,Nina gives two cheap rings_1.mp4
23,Peter sold two white desks_1.mp4
24,Nina got twelve pretty flowers_1.mp4
25,Rachel wants eight green rings_1.mp4
26,Doris has sixty old chairs_1.mp4
27,Kathy prefers four large houses_1.mp4
28,Kathy prefers four large houses_1.mp4
29,Kathy gives three dark flowers_1.mp4
30,Peter sees twelve cheap spoons_1.mp4
31,Doris got two large desks_1.mp4
32,Nina ordered sixty heavy tables_1.mp4
33,Nina ordered sixty heavy tables_1.mp4
34,William has seven cheap sofas_1.mp4
35,Peter wants nine green flowers_1.mp4
36,Steven prefers eight small spoons_1.mp4
37,Steven prefers eight small spoons_1.mp4
38,William gives three dark sofas_1.mp4
39,Rachel sees nineteen cheap toys_1.mp4
40,Kathy got seven red houses_1.mp4
41,Kathy got seven red houses_1.mp4
42,Kathy sees two old sofas_1.mp4
43,Lucy gives fifteen green flowers_1.mp4
44,Doris sold seven dark windows_1.mp4
45,Rachel kept eight large chairs_1.mp4
46,Rachel kept eight large chairs_1.mp4
47,Rachel kept eight large chairs_1.mp4
