,0,1,2,3,4
0,Steven,sold,twelve,large,desks
1,Nina,has,eight,small,windows
2,William,ordered,nineteen,old,toys
3,Lucy,gives,fifteen,white,sofas
4,Kathy,sold,three,cheap,houses
5,Lucy,wants,twelve,large,tables
6,William,got,sixty,large,chairs
7,Allen,gives,fifteen,old,desks
8,Lucy,gives,eight,white,desks
9,Nina,got,two,heavy,tables
10,Peter,prefers,nineteen,dark,tables
11,Allen,gives,fifteen,cheap,flowers
12,Steven,has,four,heavy,chairs
13,William,ordered,three,small,houses
14,Lucy,has,three,large,desks
15,Doris,got,four,red,toys
16,Nina,sees,nineteen,green,houses
17,Kathy,gives,twelve,old,tables
18,Kathy,ordered,three,large,desks
19,Steven,sold,twelve,large,desks
20,Peter,has,nineteen,red,spoons
21,Rachel,wants,two,small,houses
22,Thomas,prefers,nine,dark,rings
23,Rachel,sold,seven,white,tables
24,Peter,prefers,nine,cheap,spoons
25,Allen,sees,four,dark,toys
26,Nina,ordered,three,heavy,windows
27,Kathy,kept,two,large,houses
28,Kathy,wants,eight,dark,flowers
29,Kathy,gives,sixty,large,windows
30,Peter,sold,three,green,flowers
31,Steven,kept,twelve,small,toys
32,Steven,gives,four,old,sofas
33,Nina,has,twelve,dark,spoons
34,Kathy,got,twelve,old,flowers
35,William,prefers,three,large,flowers
36,Steven,wants,two,white,chairs
37,Thomas,got,nineteen,heavy,desks
38,Doris,gives,eight,small,houses
39,Rachel,ordered,three,cheap,toys
40,Peter,sold,nineteen,white,rings
41,Steven,kept,nineteen,old,sofas
42,Peter,sees,fifteen,green,chairs
43,Lucy,got,nineteen,pretty,flowers
44,Steven,sold,three,small,desks
45,Lucy,wants,three,heavy,windows
46,Steven,prefers,fifteen,red,spoons
47,Doris,ordered,three,cheap,rings
48,Peter,ordered,sixty,white,desks
49,William,gives,nineteen,large,spoons
50,Peter,prefers,nineteen,white,tables
51,Lucy,got,twelve,old,flowers
52,Steven,gives,fifteen,white,toys
53,Lucy,bought,nine,red,chairs
54,Peter,has,four,large,toys
55,Steven,ordered,three,small,toys
56,Lucy,kept,eight,small,tables
57,Lucy,got,eight,old,flowers
58,Nina,prefers,three,old,spoons
59,Peter,ordered,fifteen,dark,rings
